"Vintage","st_helena_prcp","st_hosp_prcp","prcp_avg","st_helena_gdd","st_hosp_gdd","gdd_avg","Location","Variety","R1_WS","R2_WE","R3_WA","Descriptions_WS_WA","Notes"
2014,6220.7,12664.9,9442.8,1970.275,1785.375,1877.825,"Napa","Cabernet",95,NA,NA,"Heavy rains in February and March gave the vines an early boost—though not enough to break the drought—and from there warm, dry conditions led to an early harvest. Quality is very consistent, with the wines showing power and depth, as well as extra aromatic range. A beautiful vintage with a distinct signature",NA
2015,6931.8,9572.8,8252.3,1969.4,1714,1841.7,"Napa","Cabernet",94,NA,NA,"The fourth drought-influenced year in a row, plus a cold spell during flowering led to significantly lower yields. The smaller crop ripened quickly, though, with picking beginning in August. Quality is high but more variable than 2016 or 2013, as sugars sometimes raced ahead of phenolics",NA
2016,7406.2,5264.8,6335.5,1927.55,1634.85,1781.2,"Napa","Cabernet",98,NA,NA,"The final drought-influenced vintage of the run since 2012, this time without serious heat spikes. Rockier soils and drier spots ripened first, while heavier soils allowed for longer hang time. Wines show intense fruit against the backdrop of their varying terroirs; crop still down from normal",NA
2017,7768.3,17528.7,12648.5,2044,1747.1,1895.55,"Napa","Cabernet",90.5,NA,NA,"Drought broke over the winter, with lots of vegetation and healthy vines to start the season. Good growing season turned wickedly hot in early September, with no cooling-off period, then wildfires raged in early October, raising the specter of smoke taint. Napa’s most difficult season in recent memory","WS_Napa, 89-92 (value is mean)"
1996,27432.4,30253.2,28842.8,1912.325,1581.55,1746.9375,"Napa","Chardonnay",95,NA,NA,"Rivals '97 in opulence and concentration; great finesse",NA
1997,5672.4,6606.9,6139.65,2016.175,1740.5,1878.3375,"Napa","Chardonnay",96,NA,NA,"Monumental year; very ripe, opulent and complex",NA
1998,19381.7,17504.7,18443.2,1220.375,1544.2,1382.2875,"Napa","Chardonnay",84,NA,NA,"Lean and austere statewide; highly variable",NA
1999,14031.8,13363,13697.4,1590.8,1466.05,1528.425,"Napa","Chardonnay",87,NA,NA,"Sonoma and Santa Barbara are tops, with rich, complex wines",NA
2000,12620.1,13208.9,12914.5,1818.9,1669.95,1744.425,"Napa","Chardonnay",87,NA,NA,"Carneros the clear star; wines elsewhere lack depth and completeness",NA
2001,2895.9,2722.2,2809.05,1819.85,1658.4,1739.125,"Napa","Chardonnay",87,NA,NA,"Best in Carneros and Sonoma; concentrated, with firm acidity",NA
2002,5584.2,5514.6,5549.4,1752.6,1617.55,1685.075,"Napa","Chardonnay",94,NA,NA,"Sensational, fleshy, opulent wines; near perfect in Sonoma, strong in Carneros and Napa",NA
2003,37117.4,24540.2,30828.8,1758.5,1662.65,1710.575,"Napa","Chardonnay",89,NA,NA,"Leaner, crisper wines than in '02 due to a challenging season, but some gems, too",NA
2004,3014.1,1808.8,2411.45,1822.2225,1741.1,1781.66125,"Napa","Chardonnay",92,NA,NA,"Sonoma stars in a ripe, rich, opulent year that rivals 2002",NA
2005,26352.7,18183.5,22268.1,1696.21785714286,1545,1620.60892857143,"Napa","Chardonnay",89,NA,NA,"Restrained wines; trim and tight, with higher acidity",NA
2006,28873.3,29706.9,29290.1,1804.06666666667,1679.3,1741.68333333333,"Napa","Chardonnay",88,NA,NA,"Challenging harvest with mixed quality and fewer gems, but hardly a washout",NA
2007,7019.3,6761.5,6890.4,1834.475,1671.375,1752.925,"Napa","Chardonnay",95,NA,NA,"Ripe, complex, balanced and ageworthy wines; many brilliant bottles from all appellations",NA
2008,1443.8,1032.8,1238.3,1840.87,1697.4,1769.135,"Napa","Chardonnay",92,NA,NA,"Frost and fire didn't spoil the vintage, though quality is variable. Tight, concentrated wines",NA
2009,9948,10104.5,10026.25,1465.045,1683.55,1574.2975,"Napa","Chardonnay",94,NA,NA,"Cooler year showing toned-down ripeness, with more finesse and delicacy",NA
2010,31905.9,20829.1,26367.5,1594.75,1453.625,1524.1875,"Napa","Chardonnay",92,NA,NA,"Cool year resulted in uneven quality; best wines are tight and concentrated",NA
2011,19333.6916666667,17815.0666666667,18574.3791666667,1650.5,1501.7,1576.1,"Napa","Chardonnay",89,NA,NA,"Cool and damp, challenging everywhere; best wines are elegant and scaled back",NA
2012,15449.8042857143,10815.1,13132.4521428571,1749.5,1578.9,1664.2,"Napa","Chardonnay",94,NA,NA,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",NA
2013,6994.9,8525,7759.95,1940.5,1759.25,1849.875,"Napa","Chardonnay",93,NA,NA,"An exceptional year, distinct for vibrancy and density; ageworthy",NA
2014,6220.7,12664.9,9442.8,1970.275,1785.375,1877.825,"Napa","Chardonnay",92,NA,NA,"Drought produced spartan crop; fine quality, with yields the only disappointment",NA
2015,6931.8,9572.8,8252.3,1969.4,1714,1841.7,"Napa","Chardonnay",89,NA,NA,"Sonoma strong again in another drought year; elegant and refined in style",NA
2016,7406.2,5264.8,6335.5,1927.55,1634.85,1781.2,"Napa","Chardonnay",89,NA,NA,"Solid but variable year; fine quality in Sonoma and Santa Barbara",NA
2017,7768.3,17528.7,12648.5,2044,1747.1,1895.55,"Napa","Chardonnay",90,NA,NA,"Ample winter rain followed by a warm growing season yielded complex and powerful wines",NA
2018,12990.9,12515.5,12753.2,1900.75,1492.7,1696.725,"Napa","Chardonnay",90,NA,NA,"Nearly ideal conditions delivered wines with concentrated fruit flavors and crunchy acidity",NA
1996,27432.4,30253.2,28842.8,1912.325,1581.55,1746.9375,"Napa","Merlot",88,NA,NA,"Best overall for Napa, with rich, structured wines",NA
1997,5672.4,6606.9,6139.65,2016.175,1740.5,1878.3375,"Napa","Merlot",86,NA,NA,"Ripe, opulent and supple wines",NA
1998,19381.7,17504.7,18443.2,1220.375,1544.2,1382.2875,"Napa","Merlot",82,NA,NA,"Marked by lean, hollow wines",NA
1999,14031.8,13363,13697.4,1590.8,1466.05,1528.425,"Napa","Merlot",87,NA,NA,"One of the best for Napa; ordinary for Sonoma",NA
2000,12620.1,13208.9,12914.5,1818.9,1669.95,1744.425,"Napa","Merlot",83,NA,NA,"Mixed in both regions",NA
2001,2895.9,2722.2,2809.05,1819.85,1658.4,1739.125,"Napa","Merlot",87,NA,NA,"Good, but not on par with '01 Cabernet",NA
2002,5584.2,5514.6,5549.4,1752.6,1617.55,1685.075,"Napa","Merlot",89,NA,NA,"About as good as it gets in Napa, with Sonoma lagging",NA
2003,37117.4,24540.2,30828.8,1758.5,1662.65,1710.575,"Napa","Merlot",85,NA,NA,"Tight and tannic wines; best to decant",NA
2004,3014.1,1808.8,2411.45,1822.2225,1741.1,1781.66125,"Napa","Merlot",87,NA,NA,"The best are supple, rich and complex; a step above the 2003s",NA
2005,26352.7,18183.5,22268.1,1696.21785714286,1545,1620.60892857143,"Napa","Merlot",89,NA,NA,"Top wines are elegant and well-focused, with ripeness achieved at lower alcohol levels",NA
2006,28873.3,29706.9,29290.1,1804.06666666667,1679.3,1741.68333333333,"Napa","Merlot",92,NA,NA,"Inconsistent; best are rich and supple, but many are lean and herbal",NA
2007,7019.3,6761.5,6890.4,1834.475,1671.375,1752.925,"Napa","Merlot",89,NA,NA,"Supple and appealing wines from Napa; Sonoma offers value",NA
2008,1443.8,1032.8,1238.3,1840.87,1697.4,1769.135,"Napa","Merlot",89,NA,NA,"Top producers made superior wines while others struggled in a cool year",NA
2009,9948,10104.5,10026.25,1465.045,1683.55,1574.2975,"Napa","Merlot",94,NA,NA,"Ideal season; best wines show balance, structure and lively acidity",NA
2010,31905.9,20829.1,26367.5,1594.75,1453.625,1524.1875,"Napa","Merlot",87,NA,NA,"Extremely cool season; many wines are herbal and have unripe tannins",NA
2011,19333.6916666667,17815.0666666667,18574.3791666667,1650.5,1501.7,1576.1,"Napa","Merlot",87,NA,NA,"Rainy and cool year; many wines have hard tannins, herbal flavors",NA
2012,15449.8042857143,10815.1,13132.4521428571,1749.5,1578.9,1664.2,"Napa","Merlot",91,NA,NA,"Long, warm growing season produced rich, ripe and easy-drinking wines",NA
2013,6994.9,8525,7759.95,1940.5,1759.25,1849.875,"Napa","Merlot",90,NA,NA,"Sunny weather and a long growing season led to fruit-forward wines",NA
2014,6220.7,12664.9,9442.8,1970.275,1785.375,1877.825,"Napa","Merlot",92,NA,NA,"Drought-influenced vintage yields well-structured wines with refined fruit flavors",NA
2015,6931.8,9572.8,8252.3,1969.4,1714,1841.7,"Napa","Merlot",91,NA,NA,"Small crop from another drought vintage; firmly tannic, with deep dark fruit and spice flavors",NA
2016,7406.2,5264.8,6335.5,1927.55,1634.85,1781.2,"Napa","Merlot",94,NA,NA,"Nearly ideal weather results in plush flavors and structures supported by medium-grained tannins",NA
2000,12620.1,13208.9,12914.5,1818.9,1669.95,1744.425,"Napa","Rhone",93,NA,NA,NA,NA
2001,2895.9,2722.2,2809.05,1819.85,1658.4,1739.125,"Napa","Rhone",97,NA,NA,NA,NA
2002,5584.2,5514.6,5549.4,1752.6,1617.55,1685.075,"Napa","Rhone",96,NA,NA,NA,NA
2003,37117.4,24540.2,30828.8,1758.5,1662.65,1710.575,"Napa","Rhone",90,NA,NA,NA,NA
2004,3014.1,1808.8,2411.45,1822.2225,1741.1,1781.66125,"Napa","Rhone",97,NA,NA,NA,NA
2005,26352.7,18183.5,22268.1,1696.21785714286,1545,1620.60892857143,"Napa","Rhone",92,NA,NA,NA,NA
2006,28873.3,29706.9,29290.1,1804.06666666667,1679.3,1741.68333333333,"Napa","Rhone",93,NA,NA,NA,NA
2007,7019.3,6761.5,6890.4,1834.475,1671.375,1752.925,"Napa","Rhone",95,NA,NA,NA,NA
2008,1443.8,1032.8,1238.3,1840.87,1697.4,1769.135,"Napa","Rhone",91,NA,NA,NA,NA
2009,9948,10104.5,10026.25,1465.045,1683.55,1574.2975,"Napa","Rhone",92,NA,NA,NA,NA
2010,31905.9,20829.1,26367.5,1594.75,1453.625,1524.1875,"Napa","Rhone",93,NA,NA,NA,NA
2011,19333.6916666667,17815.0666666667,18574.3791666667,1650.5,1501.7,1576.1,"Napa","Rhone",87,NA,NA,NA,NA
2012,15449.8042857143,10815.1,13132.4521428571,1749.5,1578.9,1664.2,"Napa","Rhone",93,NA,NA,NA,NA
2013,6994.9,8525,7759.95,1940.5,1759.25,1849.875,"Napa","Rhone",94,NA,NA,NA,NA
2014,6220.7,12664.9,9442.8,1970.275,1785.375,1877.825,"Napa","Rhone",93,NA,NA,NA,NA
2015,6931.8,9572.8,8252.3,1969.4,1714,1841.7,"Napa","Rhone",94,NA,NA,NA,NA
2016,7406.2,5264.8,6335.5,1927.55,1634.85,1781.2,"Napa","Rhone",94,NA,NA,NA,NA
2017,7768.3,17528.7,12648.5,2044,1747.1,1895.55,"Napa","Rhone",89.5,NA,NA,NA,"WS_Napa, 88-91 (value is mean), WE_Sonoma, 88-91 (value is mean)"
1995,18542.4,18490.3,18516.35,1747.3,1581.45,1664.375,"Napa","Zinfandel",NA,90,NA,NA,NA
1996,27432.4,30253.2,28842.8,1912.325,1581.55,1746.9375,"Napa","Zinfandel",NA,88,NA,NA,NA
1997,5672.4,6606.9,6139.65,2016.175,1740.5,1878.3375,"Napa","Zinfandel",NA,89,NA,NA,NA
1998,19381.7,17504.7,18443.2,1220.375,1544.2,1382.2875,"Napa","Zinfandel",NA,85,NA,NA,NA
1999,14031.8,13363,13697.4,1590.8,1466.05,1528.425,"Napa","Zinfandel",NA,90,NA,NA,NA
2000,12620.1,13208.9,12914.5,1818.9,1669.95,1744.425,"Napa","Zinfandel",NA,85,NA,NA,NA
2001,2895.9,2722.2,2809.05,1819.85,1658.4,1739.125,"Napa","Zinfandel",NA,91,NA,NA,NA
2002,5584.2,5514.6,5549.4,1752.6,1617.55,1685.075,"Napa","Zinfandel",NA,86,NA,NA,NA
2003,37117.4,24540.2,30828.8,1758.5,1662.65,1710.575,"Napa","Zinfandel",NA,88,NA,NA,NA
2004,3014.1,1808.8,2411.45,1822.2225,1741.1,1781.66125,"Napa","Zinfandel",85,NA,NA,"Warm year produced jammy wines; ripeness often over the top",NA
2004,3014.1,1808.8,2411.45,1822.2225,1741.1,1781.66125,"Napa","Zinfandel",NA,90,NA,NA,NA
2005,26352.7,18183.5,22268.1,1696.21785714286,1545,1620.60892857143,"Napa","Zinfandel",NA,87,NA,NA,NA
2005,26352.7,18183.5,22268.1,1696.21785714286,1545,1620.60892857143,"Napa","Zinfandel",91,NA,NA,"Complex, well-structured wines with tannins built for aging",NA
2006,28873.3,29706.9,29290.1,1804.06666666667,1679.3,1741.68333333333,"Napa","Zinfandel",90,NA,NA,"Top wines are fruit-forward, elegant and balanced; well-structured",NA
2006,28873.3,29706.9,29290.1,1804.06666666667,1679.3,1741.68333333333,"Napa","Zinfandel",NA,87,NA,NA,NA
2007,7019.3,6761.5,6890.4,1834.475,1671.375,1752.925,"Napa","Zinfandel",92,NA,NA,"Growing season was ideal; wines are supple and elegantly ripe, but with good backbone",NA
2007,7019.3,6761.5,6890.4,1834.475,1671.375,1752.925,"Napa","Zinfandel",NA,94,NA,NA,NA
2008,1443.8,1032.8,1238.3,1840.87,1697.4,1769.135,"Napa","Zinfandel",94,NA,NA,"Eccentric growing season, but wines show surprising richness and balance",NA
2008,1443.8,1032.8,1238.3,1840.87,1697.4,1769.135,"Napa","Zinfandel",NA,89,NA,NA,NA
2009,9948,10104.5,10026.25,1465.045,1683.55,1574.2975,"Napa","Zinfandel",NA,89,NA,NA,NA
2009,9948,10104.5,10026.25,1465.045,1683.55,1574.2975,"Napa","Zinfandel",92,NA,NA,"Long, cool season; wines are balanced and elegant, with typically modest alcohol levels",NA
2010,31905.9,20829.1,26367.5,1594.75,1453.625,1524.1875,"Napa","Zinfandel",NA,89,NA,NA,NA
2010,31905.9,20829.1,26367.5,1594.75,1453.625,1524.1875,"Napa","Zinfandel",88,NA,NA,"Tough growing season; quality varies, but many flavorful, well-balanced wines",NA
2011,19333.6916666667,17815.0666666667,18574.3791666667,1650.5,1501.7,1576.1,"Napa","Zinfandel",NA,89,NA,NA,NA
2011,19333.6916666667,17815.0666666667,18574.3791666667,1650.5,1501.7,1576.1,"Napa","Zinfandel",89,NA,NA,"Variable quality; best wines are structured and vibrant",NA
2012,15449.8042857143,10815.1,13132.4521428571,1749.5,1578.9,1664.2,"Napa","Zinfandel",89,NA,NA,"Fruit-forward, soft and approachable",NA
2012,15449.8042857143,10815.1,13132.4521428571,1749.5,1578.9,1664.2,"Napa","Zinfandel",NA,92,NA,NA,NA
2013,6994.9,8525,7759.95,1940.5,1759.25,1849.875,"Napa","Zinfandel",NA,93,NA,NA,NA
2013,6994.9,8525,7759.95,1940.5,1759.25,1849.875,"Napa","Zinfandel",91,NA,NA,"Lively but concentrated wines with good structure built for long-term drinking",NA
2014,6220.7,12664.9,9442.8,1970.275,1785.375,1877.825,"Napa","Zinfandel",NA,93,NA,NA,NA
2014,6220.7,12664.9,9442.8,1970.275,1785.375,1877.825,"Napa","Zinfandel",93,NA,NA,"Fresh and fruit-forward but balanced and complex",NA
2015,6931.8,9572.8,8252.3,1969.4,1714,1841.7,"Napa","Zinfandel",NA,93,NA,NA,NA
2015,6931.8,9572.8,8252.3,1969.4,1714,1841.7,"Napa","Zinfandel",92,NA,NA,"Jammed with fruit; more concentrated and ageable than 2014",NA
2016,7406.2,5264.8,6335.5,1927.55,1634.85,1781.2,"Napa","Zinfandel",92,NA,NA,"Akin to the 2015s, with the best showing polish and plush textures",NA
2016,7406.2,5264.8,6335.5,1927.55,1634.85,1781.2,"Napa","Zinfandel",NA,93,NA,NA,NA
2017,7768.3,17528.7,12648.5,2044,1747.1,1895.55,"Napa","Zinfandel",90,NA,NA,"Hot and unusually dry growing season led to wildfires in October; ripe wines with variable quality",NA
2017,7768.3,17528.7,12648.5,2044,1747.1,1895.55,"Napa","Zinfandel",NA,89,NA,NA,NA
2018,12990.9,12515.5,12753.2,1900.75,1492.7,1696.725,"Napa","Zinfandel",NA,90,NA,NA,NA
2018,12990.9,12515.5,12753.2,1900.75,1492.7,1696.725,"Napa","Zinfandel",90.5,NA,NA,"Nearly ideal growing season, with generally rich and structured wines that are also consumer-friendly","WS_Napa, 89-92 (value is mean)"
